,id,ingredient_list,cuisine,ingredient_string
1269,Southern-Skillet-Dinner-Allrecipes,"[ground beef, potatoes, cream of mushroom soup, whole kernel corn, drained, peas, pepper, salt]",American,ground beef potato cream of mushroom soup whole kernel corn drained pea pepper salt
1270,Fire-And-Spice-Ham-Recipezaar,"[low sodium smoked ham, cooking spray, jelly, pineapple preserves, brown sugar, ground cloves]",American,low sodium smoked ham cooking spray jelly pineapple preserve brown sugar ground clove
1271,Cooking-Light-Quick-Barbecue-Flank-Steak-Recipezaar,"[barbecue sauce, fresh lemon juice, prepared mustard, celery seed, hot sauce, garlic cloves, flank steak, cooking spray]",American,barbecue sauce fresh lemon juice prepared mustard celery seed hot sauce garlic clove flank steak cooking spray
1272,Meat-Lover_s-Chili-MyRecipes-225210,"[ground chuck, onions, green bell pepper, minced garlic, chili powder, ground cumin, beef broth, dried oregano, salt, diced tomatoes, pinto beans]",American,ground chuck onion green bell pepper minced garlic chili powder ground cumin beef broth dried oregano salt diced tomato pinto bean
1273,Sesame_crusted-Chicken-With-Pineapple-Salsa-My-Recipes,"[sesame seeds, fresh ginger, vegetable oil, chicken breast halves, salt, salsa]",American,sesame seed fresh ginger vegetable oil chicken breast half salt salsa
1274,Grilled-Lemon-_-Jalapeno-Chicken-Recipezaar,"[juice concentrate, vegetable oil, jalapeno chilies, garlic, chopped fresh cilantro, boneless skinless chicken breast halves, monterey jack]",American,juice concentrate vegetable oil jalapeno chilies garlic chopped fresh cilantro boneless skinless chicken breast half monterey jack
1275,Boiled-Shrimp-With-Caper-Tartar-Sauce-Recipezaar,"[mayonnaise, capers, garlic cloves, dijon mustard, water, old bay seasoning, shrimp]",American,mayonnaise caper garlic clove dijon mustard water old bay seasoning shrimp
1276,Fennel_spiced-Wild-Salmon-My-Recipes,"[fennel seeds, sea salt, ground black pepper, salmon fillets, canola oil]",American,fennel seed sea salt ground black pepper salmon fillet canola oil
1277,Roast-New-York-Strip-Loin-With-Garlic_herb-Crust-Recipezaar,"[garlic cloves, sage leaves, fresh thyme leaves, olive oil, salt, ground black pepper, beef roast]",American,garlic clove sage leaf fresh thyme leaf olive oil salt ground black pepper beef roast
1278,Jack_o_lantern-Cheeseburger-Pie-Recipezaar,"[ground beef, onions, garlic cloves, salt, pepper, ketchup, worcestershire sauce, refrigerated piecrusts, prepared mustard, shredded Monterey Jack cheese, water, large eggs, red food coloring, food colouring]",American,ground beef onion garlic clove salt pepper ketchup worcestershire sauce refrigerated piecrusts prepared mustard shredded monterey jack cheese water large egg red food coloring food colouring
1279,Cajun-Shrimp-Recipezaar,"[large shrimp, butter, sweet onion, fresh basil, fresh oregano, bay leaf, salt, ground red pepper, garlic cloves]",American,large shrimp butter sweet onion fresh basil fresh oregano bay leaf salt ground red pepper garlic clove
1280,Zesty-Barbecued-Ribs-Recipezaar,"[spareribs, catsup, lemon juice, firmly packed brown sugar, prepared mustard, finely chopped onion, worcestershire sauce, salt, Tabasco Pepper Sauce]",American,sparerib catsup lemon juice firmly packed brown sugar prepared mustard finely chopped onion worcestershire sauce salt tabasco pepper sauce
1281,Spicy-Southern-Barbecued-Chicken-Recipezaar,"[skinless chicken pieces, onions, vinegar, worcestershire sauce, brown sugar, black pepper, pepper flakes, chili powder, chicken stock]",American,skinless chicken piece onion vinegar worcestershire sauce brown sugar black pepper pepper flake chili powder chicken stock
1282,Chicken-And-Rice-With-Creamy-Herb-Sauce-My-Recipes,"[water, dry white wine, bouillon, chicken breast halves, corn starch, light cream cheese, long-grain rice, fresh parsley]",American,water dry white wine bouillon chicken breast half corn starch light cream cheese long grain rice fresh parsley
1283,Blackened-Skirt-Steak-with-Cheddar-Sage-Mashed-Potatoes-1156491,"[pepper, ground paprika, dried thyme, salt, skirt steak, oil, milk, dried sage, frozen mashed potatoes, shredded cheddar cheese]",American,pepper ground paprika dried thyme salt skirt steak oil milk dried sage frozen mashed potato shredded cheddar cheese
1284,Smothered-Swiss-Steak-Recipezaar,"[salt, cube steaks, all-purpose flour, pepper, vegetable oil, onions, green bell pepper, diced tomatoes, cola, beef bouillon granules, tomato paste]",American,salt cube steak all purpose flour pepper vegetable oil onion green bell pepper diced tomato cola beef bouillon granule tomato paste
1285,Roast-Turkey-With-Citrus-Herb-Butter-Recipezaar,"[whole turkey, butter, orange juice, orange, fresh thyme, sage]",American,whole turkey butter orange juice orange fresh thyme sage
1286,1990-Pork-Medaillons-In-Mustard-Sauce-My-Recipes,"[vegetable oil, mustard, salt, ground pepper, pork tenderloin, dry white wine, sauce]",American,vegetable oil mustard salt ground pepper pork tenderloin dry white wine sauce
1287,Glazed-Roasted-Chicken-My-Recipes_1,"[teriyaki sauce, frozen orang juic concentrate, thaw and undilut, dark sesame oil, garlic cloves, chicken, freshly ground pepper]",American,teriyaki sauce frozen orang juic concentrate thaw and undilut dark sesame oil garlic clove chicken freshly ground pepper
1288,Caramelized-Maple_and_garlic_glazed-Salmon-My-Recipes,"[salmon fillets, salt, butter, maple syrup, granulated garlic, chopped fresh chives]",American,salmon fillet salt butter maple syrup granulated garlic chopped fresh chive
1289,Herbed-Chicken-Piccata-Recipezaar_2,"[dry bread crumbs, dried basil, grated lemon zest, pepper, garlic cloves, boneless skinless chicken breast halves, cooking spray, margarine, lemon slices, low sodium chicken broth, fresh parsley, lemon juice]",American,dry bread crumb dried basil grated lemon zest pepper garlic clove boneless skinless chicken breast half cooking spray margarine lemon slice low sodium chicken broth fresh parsley lemon juice
1290,Chicken-With-Caramelized-Onions-My-Recipes,"[vegetable oil cooking spray, onions, salt, dried thyme, ground red pepper, black pepper, low salt chicken broth, balsamic vinegar, chicken breast halves]",American,vegetable oil cooking spray onion salt dried thyme ground red pepper black pepper low salt chicken broth balsamic vinegar chicken breast half
1291,Cider_glazed-Chicken-With-Dried-Cranberries-My-Recipes,"[all-purpose flour, salt, ground allspice, boneless skinless chicken breast halves, butter, dried cranberries, apple cider, cider vinegar]",American,all purpose flour salt ground allspice boneless skinless chicken breast half butter dried cranberry apple cider cider vinegar
1292,Honey_roasted-Pork-My-Recipes_1,"[boneless pork loin, honey, dijon mustard, black peppercorns, dried thyme, salt, watercress]",American,boneless pork loin honey dijon mustard black peppercorn dried thyme salt watercress
1293,Bourbon_marinated-Salmon-My-Recipes,"[firmly packed brown sugar, bourbon whiskey, spicy brown mustard, ground chipotle chile pepper, salmon fillets, salt, pepper]",American,firmly packed brown sugar bourbon whiskey spicy brown mustard ground chipotle chile pepper salmon fillet salt pepper
1294,Garlic-Rosemary-Roasted-Chicken-Recipezaar,"[roasting chickens, fresh rosemary, garlic cloves, purple onion, garlic, olive oil]",American,roasting chicken fresh rosemary garlic clove purple onion garlic olive oil
1295,Maple-Pork-Chops-Recipezaar_1,"[pork chops, onions, maple syrup, cider vinegar, worcestershire sauce, chili powder, pepper, salt]",American,pork chop onion maple syrup cider vinegar worcestershire sauce chili powder pepper salt
1296,Salmon-With-Balsamic-Onion-Marmalade-My-Recipes,"[purple onion, olive oil, orange juice, balsamic vinegar, salmon fillets, pepper, salt]",American,purple onion olive oil orange juice balsamic vinegar salmon fillet pepper salt
1297,Okra-Gumbo-My-Recipes,"[shrimp, gumbo, chicken broth, diced tomatoes, pepper, cooked rice]",American,shrimp gumbo chicken broth diced tomato pepper cooked rice
1298,Orange_glazed-Chops-My-Recipes,"[steak, orange juice, pork chops, green onions, olive oil, brown sugar, grated orange]",American,steak orange juice pork chop green onion olive oil brown sugar grated orange
1299,Southern-Living-Pinto-Beans-Recipezaar,"[pinto beans, smoked ham hocks, diced tomatoes, chicken broth, green bell pepper, celery ribs, onions, hot sauce, salt, garlic powder, oregano, thyme, black pepper, worcestershire sauce, cooked rice]",American,pinto bean smoked ham hock diced tomato chicken broth green bell pepper celery rib onion hot sauce salt garlic powder oregano thyme black pepper worcestershire sauce cooked rice
1300,Chicken-Soft-Tacos-With-Sauteed-Onions-And-Apples-Recipezaar,"[olive oil, boneless skinless chicken breasts, salt, ground nutmeg, ground black pepper, butter, onions, granny smith apples, garlic cloves, flour tortillas]",American,olive oil boneless skinless chicken breast salt ground nutmeg ground black pepper butter onion granny smith apple garlic clove flour tortilla
1301,Peppered-Rib-Eye-Steaks-Food_com-89243,"[ground pepper, dried thyme, salt, garlic salt, lemon pepper, cayenne pepper, parsley flakes, rib eye steaks, olive oil]",American,ground pepper dried thyme salt garlic salt lemon pepper cayenne pepper parsley flake rib eye steak olive oil
1302,Braised-Herb-Chicken-Thighs-With-Potatoes-Recipezaar,"[all-purpose flour, paprika, salt, dried thyme, dried oregano, black pepper, chicken thighs, olive oil, carrots, onions, fat-free low-sodium chicken broth, dry white wine, red potato]",American,all purpose flour paprika salt dried thyme dried oregano black pepper chicken thigh olive oil carrot onion fat free low sodium chicken broth dry white wine red potato
1303,Savory-Pork-Chops-With-Caramelized-Onions-Food_com-90275,"[pork rib chops, cajun seasoning, ground pepper, sweet onion, olive oil, brown sugar, balsamic vinegar, lemon juice, salt, pepper]",American,pork rib chop cajun seasoning ground pepper sweet onion olive oil brown sugar balsamic vinegar lemon juice salt pepper
1304,Garlic-Butterflied-Shrimp-My-Recipes,"[shrimp, butter, minced garlic, pepper, salt, lime wedges]",American,shrimp butter minced garlic pepper salt lime wedge
1305,Southern-Cornmeal-Crusted-Catfish-With-Crunchy-Corn-Relish-Food_com-137044,"[butter, water, corn kernels, red pepper, green onions, half & half, pepper, salt, catfish fillets, buttermilk, hot sauce, cornmeal, olive oil]",American,butter water corn kernel red pepper green onion half half pepper salt catfish fillet buttermilk hot sauce cornmeal olive oil
1306,1-2-3-Jambalaya-Food_com-187858,"[onions, green bell pepper, smoked sausage, olive oil, chicken, long-grain rice, red beans, french onion soup, chicken broth, beef broth, creole seasoning, hot sauce, fresh cilantro]",American,onion green bell pepper smoked sausage olive oil chicken long grain rice red bean french onion soup chicken broth beef broth creole seasoning hot sauce fresh cilantro
1307,Cornish-Hen-With-Chutney-Glaze-My-Recipes,"[cornish hens, cooking spray, mango chutney, dijon mustard]",American,cornish hen cooking spray mango chutney dijon mustard
1308,Balsamic-Rosemary-Pork-My-Recipes,"[olive oil, pork tenderloin, fresh rosemary, salt, black pepper, fat free less sodium chicken broth, balsamic vinegar, honey]",American,olive oil pork tenderloin fresh rosemary salt black pepper fat free le sodium chicken broth balsamic vinegar honey
1309,Grilled-Salmon-With-Blackberry_cabernet-Coulis-Recipezaar,"[wine, blackberries, shallots, fresh ginger, sugar, butter, salmon steaks, pepper, salt]",American,wine blackberry shallot fresh ginger sugar butter salmon steak pepper salt
1310,Gramercy-Crawfish-Gumbo-MyRecipes-206329,"[all-purpose flour, vegetable oil, finely chopped onion, water, okra pods, chopped green bell pepper, fresh parsley, chopped celery, seasoning, salt, garlic cloves, stewed tomatoes, crawfish, lump crab meat, hot sauce, cooked rice]",American,all purpose flour vegetable oil finely chopped onion water okra pod chopped green bell pepper fresh parsley chopped celery seasoning salt garlic clove stewed tomato crawfish lump crab meat hot sauce cooked rice
1311,Thyme_and_garlic-Roasted-Turkey-Breast-My-Recipes,"[fresh thyme, grated lemon zest, ground pepper, salt, garlic cloves, turkey breast, cooking spray, thyme sprigs]",American,fresh thyme grated lemon zest ground pepper salt garlic clove turkey breast cooking spray thyme sprig
1312,Tangy-Flank-Steak-With-Horseradish-Cream-Recipezaar,"[flank steak, cider vinegar, apple juice concentrate, fresh rosemary, prepared horseradish, worcestershire sauce, vegetable oil cooking spray, non-fat sour cream, green onions]",American,flank steak cider vinegar apple juice concentrate fresh rosemary prepared horseradish worcestershire sauce vegetable oil cooking spray non fat sour cream green onion
1313,Slow_cooker-Meat-Loaf-With-Shitake-Mushrooms-Recipezaar,"[whole wheat bread, ground round, ground turkey, shiitake, fresh onion, italian seasoning, salt, large eggs, garlic cloves, ketchup, dijon mustard, ground red pepper]",American,whole wheat bread ground round ground turkey shiitake fresh onion italian seasoning salt large egg garlic clove ketchup dijon mustard ground red pepper
1314,Beef-Fillet-With-Merlot-Glaze-My-Recipes,"[beef broth, merlot, seedless raspberry jam, pepper, pancetta, steak, salt]",American,beef broth merlot seedless raspberry jam pepper pancetta steak salt
1315,Citrus-Scallops-Recipezaar,"[sea scallops, lemon juice, fresh parsley, grated orange, salt, pepper, garlic cloves, olive oil]",American,sea scallop lemon juice fresh parsley grated orange salt pepper garlic clove olive oil
1316,Simple-Roast-Turkey-With-Rich-Turkey-Gravy-Recipezaar,"[turkey, salt, black pepper, water, turkey stock, unsalted butter, all-purpose flour, cider vinegar]",American,turkey salt black pepper water turkey stock unsalted butter all purpose flour cider vinegar
